CUSTOMER_NUMBER,ACCOUNT_NUMBER,CUSTOMER_SEGMENT,ACTION_DATE,ACTION_STRATEGY,DPD_OF_ACTION,COLLECTOR_CODE,SUCCESSFUL_ACTION
CN66251444,8736543009,S5,24-10-2001,ACT19,31-40,C3,1
CN34004562,3531838106,S5,30-11-2001,ACT20,31-40,C8,0
CN62530677,2871148080,S5,02-12-2001,ACT16,31-40,C7,1
CN69454072,9458695248,S5,18-12-2001,ACT17,31-40,C6,0
CN27944856,7555348538,S5,24-12-2001,ACT18,31-40,C9,1
CN62109959,4630622857,S1,12-06-2001,ACT21,41-50,C19,1
CN93085319,5120854959,S1,19-08-2001,ACT22,41-50,C4,0
CN82162457,6512983971,S1,24-04-2001,ACT23,41-50,C6,1
CN54172842,2570400499,S1,16-09-2001,ACT24,41-50,C9,0
CN44987911,5601120753,S1,03-10-2001,ACT25,41-50,C10,0
CN60257695,6882745052,S1,24-10-2001,ACT21,41-50,C3,1
CN92447217,4035114706,S1,30-11-2001,ACT22,41-50,C8,0
CN40632520,8792929005,S1,02-12-2001,ACT23,41-50,C7,1
CN83165127,8986113819,S1,18-12-2001,ACT24,41-50,C6,0
CN50281878,4707906788,S1,24-12-2001,ACT25,41-50,C9,1
CN98012406,9085595529,S1,12-06-2001,ACT21,41-50,C19,1
CN54975277,3540697069,S1,19-08-2001,ACT22,41-50,C4,0
CN86711767,6554770445,S1,24-04-2001,ACT23,41-50,C6,1
CN36713894,8707413542,S1,16-09-2001,ACT24,41-50,C9,0
CN95705451,9136780305,S1,03-10-2001,ACT25,41-50,C10,0
CN57328703,9632428779,S1,24-10-2001,ACT21,41-50,C3,1
CN57868498,7875851685,S1,30-11-2001,ACT22,41-50,C8,0
CN68548941,4707983212,S1,02-12-2001,ACT23,41-50,C7,1
CN78199124,4834945928,S1,18-12-2001,ACT24,41-50,C6,0
CN54957128,9525615811,S1,24-12-2001,ACT25,41-50,C9,1
CN56237544,4749374371,S1,12-06-2001,ACT21,41-50,C19,1
CN67508733,2674093788,S1,19-08-2001,ACT22,41-50,C4,0
CN78026729,2247131452,S1,24-04-2001,ACT23,41-50,C6,1
CN67928389,3990618006,S1,16-09-2001,ACT24,41-50,C9,0
CN38491994,7379184022,S1,03-10-2001,ACT25,41-50,C10,0
CN59978240,9509071304,S1,24-10-2001,ACT21,41-50,C3,1
CN25090887,8229975263,S1,30-11-2001,ACT22,41-50,C8,0
CN86188094,5401096044,S1,02-12-2001,ACT23,41-50,C7,1
CN57960451,5514308974,S1,18-12-2001,ACT24,41-50,C6,0
CN70390166,9850328196,S1,24-12-2001,ACT25,41-50,C9,1
CN31922836,9500993525,S1,12-06-2001,ACT21,41-50,C19,1
CN64645154,6043756751,S1,19-08-2001,ACT22,41-50,C4,0
CN34225067,9191260002,S1,24-04-2001,ACT23,41-50,C6,1
CN64277815,2752322850,S1,16-09-2001,ACT24,41-50,C9,0
CN98213169,4862190708,S1,03-10-2001,ACT25,41-50,C10,0
CN91206857,4237958154,S1,24-10-2001,ACT21,41-50,C3,1
CN93989189,3778367270,S1,30-11-2001,ACT22,41-50,C8,0
CN33619494,3525969659,S1,02-12-2001,ACT23,41-50,C7,1
CN27979110,6795840720,S1,18-12-2001,ACT24,41-50,C6,0
CN73568748,9273977280,S1,24-12-2001,ACT25,41-50,C9,1
CN86602402,8613607958,S1,12-06-2001,ACT21,41-50,C19,1
CN34511210,7385848497,S1,19-08-2001,ACT22,41-50,C4,0
CN54402967,2509727506,S1,24-04-2001,ACT23,41-50,C6,1
CN94632379,9261716956,S1,16-09-2001,ACT24,41-50,C9,0
CN70963896,7651610164,S1,03-10-2001,ACT25,41-50,C10,0
CN86320339,4270939603,S1,24-10-2001,ACT21,41-50,C3,1
CN73646173,2773754091,S1,30-11-2001,ACT22,41-50,C8,0
CN90335529,6481957311,S1,02-12-2001,ACT23,41-50,C7,1
CN85440570,7040072930,S1,18-12-2001,ACT24,41-50,C6,0
CN49343250,4267724518,S1,24-12-2001,ACT25,41-50,C9,1
CN66139757,9087309540,S1,12-06-2001,ACT21,41-50,C19,1
CN39564071,7643370566,S1,19-08-2001,ACT22,41-50,C4,0
CN23530025,6411851665,S1,24-04-2001,ACT23,41-50,C6,1
CN77480295,6559355522,S1,16-09-2001,ACT24,41-50,C9,0
CN42515354,3296951304,S1,03-10-2001,ACT25,41-50,C10,0
CN82128665,2616280592,S1,24-10-2001,ACT21,41-50,C3,1
CN62988062,9712241292,S1,30-11-2001,ACT22,41-50,C8,0
CN36873638,6503447661,S1,02-12-2001,ACT23,41-50,C7,1
CN53201416,8173301493,S1,18-12-2001,ACT24,41-50,C6,0
CN93548104,3618124436,S1,24-12-2001,ACT25,41-50,C9,1
CN33613914,2348864759,S1,12-06-2001,ACT21,41-50,C19,1
CN67633127,9197140587,S1,19-08-2001,ACT22,41-50,C4,0
CN68186594,3642828013,S1,24-04-2001,ACT23,41-50,C6,1
CN25860593,7359785723,S1,16-09-2001,ACT24,41-50,C9,0
CN75679702,8267402567,S1,03-10-2001,ACT25,41-50,C10,0
CN81222546,2582123849,S1,24-10-2001,ACT21,41-50,C3,1
CN66945088,3081756460,S1,30-11-2001,ACT22,41-50,C8,0
CN49765672,2475249427,S1,02-12-2001,ACT23,41-50,C7,1
CN22664073,6573657165,S1,18-12-2001,ACT24,41-50,C6,0
CN68567020,9610967666,S1,24-12-2001,ACT25,41-50,C9,1
CN26132868,9490389055,S1,12-06-2001,ACT21,41-50,C19,1
CN27769070,2961737298,S1,19-08-2001,ACT22,41-50,C4,0
CN95502056,8747343212,S1,24-04-2001,ACT23,41-50,C6,1
CN84618280,7276277348,S1,16-09-2001,ACT24,41-50,C9,0
CN56784472,7118994826,S1,03-10-2001,ACT25,41-50,C10,0
CN32644374,9409333983,S1,24-10-2001,ACT21,41-50,C3,1
CN72424247,6375509215,S1,30-11-2001,ACT22,41-50,C8,0
CN45446216,5334024628,S1,02-12-2001,ACT23,41-50,C7,1
CN74437152,4210006044,S1,18-12-2001,ACT24,41-50,C6,0
CN67801501,3023989013,S1,24-12-2001,ACT25,41-50,C9,1
CN67478733,2616889428,S1,12-06-2001,ACT21,41-50,C19,1
CN66525570,2982507206,S1,19-08-2001,ACT22,41-50,C4,0
CN66217461,6618150668,S2,24-04-2001,ACT21,41-50,C6,1
CN78976949,9009525979,S2,16-09-2001,ACT22,41-50,C9,0
CN36059256,4148096652,S2,03-10-2001,ACT23,41-50,C10,0
CN51026463,4497563938,S2,24-10-2001,ACT24,41-50,C3,1
CN41460105,6654790204,S2,30-11-2001,ACT25,41-50,C8,0
CN73223132,4784954950,S2,02-12-2001,ACT21,41-50,C7,1
CN91098130,5968602087,S2,18-12-2001,ACT22,41-50,C6,0
CN31798717,8830951192,S2,24-12-2001,ACT23,41-50,C9,1
CN58662432,9465776514,S2,12-06-2001,ACT24,41-50,C19,1
CN99212235,9208058847,S2,19-08-2001,ACT25,41-50,C4,0
CN71510440,8548973807,S2,24-04-2001,ACT21,41-50,C6,1
CN46187704,3546910503,S2,16-09-2001,ACT22,41-50,C9,0
CN26053418,6871188642,S2,03-10-2001,ACT23,41-50,C10,0
CN23576091,9836337568,S2,24-10-2001,ACT24,41-50,C3,1
CN57706022,7511402789,S2,30-11-2001,ACT25,41-50,C8,0
CN78978561,6117455625,S2,02-12-2001,ACT21,41-50,C7,1
CN86869419,8524324902,S2,18-12-2001,ACT22,41-50,C6,0
CN63246232,7242986812,S2,24-12-2001,ACT23,41-50,C9,1
CN35188940,2748464719,S2,12-06-2001,ACT24,41-50,C19,1
CN52913896,9255430053,S2,19-08-2001,ACT25,41-50,C4,0
CN24213332,5669941387,S2,24-04-2001,ACT21,41-50,C6,1
CN76182354,9643944995,S2,16-09-2001,ACT22,41-50,C9,0
CN75858040,8612057816,S2,03-10-2001,ACT23,41-50,C10,0
CN55304178,5205208053,S2,24-10-2001,ACT24,41-50,C3,1
CN70454471,4664686704,S2,30-11-2001,ACT25,41-50,C8,0
CN82581243,4368568041,S2,02-12-2001,ACT21,41-50,C7,1
CN67235374,2592417385,S2,18-12-2001,ACT22,41-50,C6,0
CN27086747,4791541363,S2,24-12-2001,ACT23,41-50,C9,1
CN35239443,8782017944,S2,12-06-2001,ACT24,41-50,C19,1
CN86398812,9576312568,S2,19-08-2001,ACT25,41-50,C4,0
CN86653437,6188157402,S2,24-04-2001,ACT21,41-50,C6,1
CN85988912,9225795598,S2,16-09-2001,ACT22,41-50,C9,0
CN48290145,3644856231,S2,03-10-2001,ACT23,41-50,C10,0
CN38475742,9254780633,S2,24-10-2001,ACT24,41-50,C3,1
CN92376657,6455834837,S2,30-11-2001,ACT25,41-50,C8,0
CN26065163,9339180583,S2,02-12-2001,ACT21,41-50,C7,1
CN62930432,8726220750,S2,18-12-2001,ACT22,41-50,C6,0
CN93379659,7932251575,S2,24-12-2001,ACT23,41-50,C9,1
CN58060959,9394978371,S2,12-06-2001,ACT24,41-50,C19,1
CN90152708,6563889189,S2,19-08-2001,ACT25,41-50,C4,0
CN74868373,4206850882,S2,24-04-2001,ACT21,41-50,C6,1
CN30596426,2580473185,S2,16-09-2001,ACT22,41-50,C9,0
CN59172006,7908806695,S2,03-10-2001,ACT23,41-50,C10,0
CN35900086,8401756250,S2,24-10-2001,ACT24,41-50,C3,1
CN45835443,4003412470,S2,30-11-2001,ACT25,41-50,C8,0
CN59954854,3351431500,S2,02-12-2001,ACT21,41-50,C7,1
CN58572556,9435627004,S2,18-12-2001,ACT22,41-50,C6,0
CN57543053,3085941119,S2,24-12-2001,ACT23,41-50,C9,1
CN65376112,8782337639,S2,12-06-2001,ACT24,41-50,C19,1
CN46932545,6623291360,S2,19-08-2001,ACT25,41-50,C4,0
CN84812791,4030140958,S2,24-04-2001,ACT21,41-50,C6,1
CN57591687,6299330261,S2,16-09-2001,ACT22,41-50,C9,0
CN37546494,6755158668,S2,03-10-2001,ACT23,41-50,C10,0
CN77479442,3359193887,S2,24-10-2001,ACT24,41-50,C3,0
CN53371219,8382069739,S2,30-11-2001,ACT25,41-50,C8,0
CN56696320,3518948319,S2,02-12-2001,ACT21,41-50,C7,1
CN87043491,5343567784,S2,18-12-2001,ACT22,41-50,C6,0
CN97655345,6197539892,S2,24-12-2001,ACT23,41-50,C9,1
CN67379584,2474029776,S2,12-06-2001,ACT24,41-50,C19,1
CN92251279,9761979987,S2,19-08-2001,ACT25,41-50,C4,0
CN68273164,8145382918,S2,24-04-2001,ACT21,41-50,C6,1
CN93487318,4881606734,S2,16-09-2001,ACT22,41-50,C9,0
CN88729547,3854143349,S2,03-10-2001,ACT23,41-50,C10,0
CN69637299,9679854535,S2,24-10-2001,ACT24,41-50,C3,1
CN81679320,8865974184,S2,30-11-2001,ACT25,41-50,C8,0
CN62613050,9567875156,S2,02-12-2001,ACT21,41-50,C7,1
CN92198729,4167872046,S2,18-12-2001,ACT22,41-50,C6,0
CN34240772,8998365010,S2,24-12-2001,ACT23,41-50,C9,1
CN64735114,8365347962,S2,12-06-2001,ACT24,41-50,C19,1
CN33293370,4355327406,S2,19-08-2001,ACT25,41-50,C4,0
CN37777588,6196056671,S2,24-04-2001,ACT21,41-50,C6,1
CN34154168,2684258269,S2,16-09-2001,ACT22,41-50,C9,0
CN62180388,4388017699,S2,03-10-2001,ACT23,41-50,C10,0
CN58039354,3362962477,S2,24-10-2001,ACT24,41-50,C3,1
CN72674890,6826455031,S2,30-11-2001,ACT25,41-50,C8,0
CN60872017,8512781750,S2,02-12-2001,ACT21,41-50,C7,1
CN67311677,5908020832,S2,18-12-2001,ACT22,41-50,C6,0
CN83272705,7807086262,S2,24-12-2001,ACT23,41-50,C9,1
CN26755649,5583688058,S2,12-06-2001,ACT24,41-50,C19,1
CN72863830,8202017299,S2,19-08-2001,ACT25,41-50,C4,0
CN53301467,8030039903,S2,24-04-2001,ACT21,41-50,C6,1
CN95359324,9555695301,S2,16-09-2001,ACT22,41-50,C9,0
CN71130037,3996743806,S3,03-10-2001,ACT21,41-50,C10,0
CN78568534,8606838950,S3,24-10-2001,ACT22,41-50,C3,1
CN84048470,8504172784,S3,30-11-2001,ACT23,41-50,C8,0
CN94468143,7786976072,S3,02-12-2001,ACT24,41-50,C7,1
CN65653584,6736205255,S3,18-12-2001,ACT25,41-50,C6,0
CN63333209,3513547692,S3,24-12-2001,ACT21,41-50,C9,1
CN79323794,9664724123,S3,12-06-2001,ACT22,41-50,C19,1
CN68761185,2875849648,S3,19-08-2001,ACT23,41-50,C4,0
CN67271806,8220271149,S3,24-04-2001,ACT24,41-50,C6,1
CN93153409,9778026762,S3,16-09-2001,ACT25,41-50,C9,0
CN31258956,4877789491,S3,03-10-2001,ACT21,41-50,C10,0
CN45517834,6369423777,S3,24-10-2001,ACT22,41-50,C3,1
CN46100375,6107060332,S3,30-11-2001,ACT23,41-50,C8,0
CN52636920,8125974943,S3,02-12-2001,ACT24,41-50,C7,1
CN42715660,6838308510,S3,18-12-2001,ACT25,41-50,C6,0
CN47082771,7901221625,S3,24-12-2001,ACT21,41-50,C9,1
CN84912649,8314916166,S3,12-06-2001,ACT22,41-50,C19,1
CN88620558,3322958773,S3,19-08-2001,ACT23,41-50,C4,0
CN98869732,9211731147,S3,24-04-2001,ACT24,41-50,C6,1
CN40352160,4145951771,S3,16-09-2001,ACT25,41-50,C9,0
CN94373749,9184966475,S3,03-10-2001,ACT21,41-50,C10,0
CN73736884,6277200884,S3,24-10-2001,ACT22,41-50,C3,1
CN95869746,3455617595,S3,30-11-2001,ACT23,41-50,C8,0
CN85335792,3946595565,S3,02-12-2001,ACT24,41-50,C7,1
CN86338782,3198110261,S3,18-12-2001,ACT25,41-50,C6,0
CN88489885,8488841849,S3,24-12-2001,ACT21,41-50,C9,1
CN60399098,9819566430,S3,12-06-2001,ACT22,41-50,C19,1
CN85468694,8243380324,S3,19-08-2001,ACT23,41-50,C4,0
CN26878534,9588488658,S3,24-04-2001,ACT24,41-50,C6,1
CN65150666,5305688479,S3,16-09-2001,ACT25,41-50,C9,0
CN44007233,7822878684,S3,03-10-2001,ACT21,41-50,C10,0
CN70105041,5597191860,S3,24-10-2001,ACT22,41-50,C3,1
CN38762525,4089754869,S3,30-11-2001,ACT23,41-50,C8,0
CN24295940,2635313221,S3,02-12-2001,ACT24,41-50,C7,1
CN72247512,8969925669,S3,18-12-2001,ACT25,41-50,C6,0
CN86833936,8374836923,S3,24-12-2001,ACT21,41-50,C9,1
CN95152621,5521122583,S3,12-06-2001,ACT22,41-50,C19,1
CN28605573,4487611636,S3,19-08-2001,ACT23,41-50,C4,0
CN52869217,3309131986,S3,24-04-2001,ACT24,41-50,C6,1
CN45763522,9229213550,S3,16-09-2001,ACT25,41-50,C9,0
CN62688070,7389414882,S3,03-10-2001,ACT21,41-50,C10,0
CN86571883,7069933324,S3,24-10-2001,ACT22,41-50,C3,1
CN91764712,3236223493,S3,30-11-2001,ACT23,41-50,C8,0
CN96125948,9739554652,S3,02-12-2001,ACT24,41-50,C7,1
CN29424927,4710714914,S3,18-12-2001,ACT25,41-50,C6,0
CN39969632,4701483649,S3,24-12-2001,ACT21,41-50,C9,1
CN28519532,4597284118,S3,12-06-2001,ACT22,41-50,C19,1
CN55188285,9302538239,S3,19-08-2001,ACT23,41-50,C4,0
CN34473298,4780061466,S3,24-04-2001,ACT24,41-50,C6,1
CN31002412,3464504192,S3,16-09-2001,ACT25,41-50,C9,0
CN73351733,2341284058,S3,03-10-2001,ACT21,41-50,C10,0
CN78410889,3697201951,S3,24-10-2001,ACT22,41-50,C3,1
CN95741885,7406345215,S3,30-11-2001,ACT23,41-50,C8,0
CN66812776,8315237287,S3,02-12-2001,ACT24,41-50,C7,1
CN41072215,7267281621,S3,18-12-2001,ACT25,41-50,C6,0
CN46978333,4113357592,S3,24-12-2001,ACT21,41-50,C9,1
CN45855611,6986009285,S3,12-06-2001,ACT22,41-50,C19,1
CN43791623,7735599525,S3,19-08-2001,ACT23,41-50,C4,0
CN40379342,8217985964,S3,24-04-2001,ACT24,41-50,C6,1
CN29839082,5431299595,S3,16-09-2001,ACT25,41-50,C9,0
CN90241427,3907306337,S3,03-10-2001,ACT21,41-50,C10,0
CN38893651,2971999433,S3,24-10-2001,ACT22,41-50,C3,1
CN62347350,8777824141,S3,30-11-2001,ACT23,41-50,C8,0
CN58967146,5037098059,S3,02-12-2001,ACT24,41-50,C7,1
CN74109444,3750021764,S3,18-12-2001,ACT25,41-50,C6,0
CN24741083,9469671731,S3,24-12-2001,ACT21,41-50,C9,1
CN37737653,8342301743,S3,12-06-2001,ACT22,41-50,C19,1
CN37457463,4326651711,S3,19-08-2001,ACT23,41-50,C4,0
CN80122425,9999667289,S3,24-04-2001,ACT24,41-50,C6,1
CN82154234,3589769335,S3,16-09-2001,ACT25,41-50,C9,0
CN32942316,6713847584,S3,03-10-2001,ACT21,41-50,C10,0
CN62960791,9793936147,S3,24-10-2001,ACT22,41-50,C3,1
CN92871152,9816098470,S3,30-11-2001,ACT23,41-50,C8,0
CN26410902,4826521261,S3,02-12-2001,ACT24,41-50,C7,1
CN42920012,7346154645,S3,18-12-2001,ACT25,41-50,C6,0
CN50625039,4138062248,S3,24-12-2001,ACT21,41-50,C9,1
CN89259046,4672265784,S3,12-06-2001,ACT22,41-50,C19,1
CN63237676,8177336597,S3,19-08-2001,ACT23,41-50,C4,0
CN85995673,7143747119,S3,24-04-2001,ACT24,41-50,C6,1
CN56097485,6401619865,S3,16-09-2001,ACT25,41-50,C9,0
CN50975718,5944939448,S3,03-10-2001,ACT21,41-50,C10,0
CN29824789,3718650718,S3,24-10-2001,ACT22,41-50,C3,1
CN60884734,2420551606,S4,30-11-2001,ACT21,41-50,C8,0
CN86645835,9130539998,S4,02-12-2001,ACT22,41-50,C7,1
CN75263613,8433695404,S4,18-12-2001,ACT23,41-50,C6,0
CN73471693,3739037267,S4,24-12-2001,ACT24,41-50,C9,1
CN45565026,3558335897,S4,12-06-2001,ACT25,41-50,C19,1
CN90037067,6279913484,S4,19-08-2001,ACT21,41-50,C4,0
CN97995210,8375745561,S4,24-04-2001,ACT22,41-50,C6,1
CN98756409,8320050964,S4,16-09-2001,ACT23,41-50,C9,0
CN23972806,2997663310,S4,03-10-2001,ACT24,41-50,C10,0
CN70230062,6825743476,S4,24-10-2001,ACT25,41-50,C3,1
CN81880355,8064554324,S4,30-11-2001,ACT21,41-50,C8,0
CN78194693,7191882483,S4,02-12-2001,ACT22,41-50,C7,1
CN65154393,5858331900,S4,18-12-2001,ACT23,41-50,C6,0
CN25048701,4666197514,S4,24-12-2001,ACT24,41-50,C9,1
CN41237298,3185948576,S4,12-06-2001,ACT25,41-50,C19,1
CN33653933,8186308322,S4,19-08-2001,ACT21,41-50,C4,0
CN43483784,2721437874,S4,24-04-2001,ACT22,41-50,C6,1
CN56663075,6689418583,S4,16-09-2001,ACT23,41-50,C9,0
CN30673210,3881593495,S4,03-10-2001,ACT24,41-50,C10,0
CN64853799,5473136311,S4,24-10-2001,ACT25,41-50,C3,1
CN29547813,3407811194,S4,30-11-2001,ACT21,41-50,C8,0
CN84599121,8433949960,S4,02-12-2001,ACT22,41-50,C7,1
CN41312350,8454850720,S4,18-12-2001,ACT23,41-50,C6,0
CN66630748,5333927996,S4,24-12-2001,ACT24,41-50,C9,1
CN84035539,2883729933,S4,12-06-2001,ACT25,41-50,C19,1
CN67234554,2658662661,S4,19-08-2001,ACT21,41-50,C4,0
CN94589525,7130735493,S4,24-04-2001,ACT22,41-50,C6,1
CN23213006,9734954326,S4,16-09-2001,ACT23,41-50,C9,0
CN58717787,9683814077,S4,03-10-2001,ACT24,41-50,C10,0
CN45810283,9605905489,S4,24-10-2001,ACT25,41-50,C3,1
CN39800029,4231631708,S4,30-11-2001,ACT21,41-50,C8,0
CN98307043,8792296554,S4,02-12-2001,ACT22,41-50,C7,1
CN73125818,3129798177,S4,18-12-2001,ACT23,41-50,C6,0
CN41644723,3613048740,S4,24-12-2001,ACT24,41-50,C9,1
CN98779616,9401486331,S4,12-06-2001,ACT25,41-50,C19,1
CN84527613,3388521291,S4,19-08-2001,ACT21,41-50,C4,0
CN79048408,6469153013,S4,24-04-2001,ACT22,41-50,C6,1
CN30460014,2639990766,S4,16-09-2001,ACT23,41-50,C9,0
CN42012918,2423270688,S4,03-10-2001,ACT24,41-50,C10,0
CN32160195,6873116974,S4,24-10-2001,ACT25,41-50,C3,1
CN41688325,8133505536,S4,30-11-2001,ACT21,41-50,C8,0
CN67643376,9793328238,S4,02-12-2001,ACT22,41-50,C7,1
CN35117577,7783291115,S4,18-12-2001,ACT23,41-50,C6,0
CN38069129,7442373374,S4,24-12-2001,ACT24,41-50,C9,1
CN47930908,2447635719,S4,12-06-2001,ACT25,41-50,C19,1
CN30875156,8256051051,S4,19-08-2001,ACT21,41-50,C4,0
CN43583695,3711856268,S4,24-04-2001,ACT22,41-50,C6,1
CN80002691,4274568129,S4,16-09-2001,ACT23,41-50,C9,0
CN84794411,7060292751,S4,03-10-2001,ACT24,41-50,C10,0
CN41095950,9831366976,S4,24-10-2001,ACT25,41-50,C3,1
CN79526862,8088423945,S4,30-11-2001,ACT21,41-50,C8,0
CN32598103,5350372252,S4,02-12-2001,ACT22,41-50,C7,1
CN67966303,5389770797,S4,18-12-2001,ACT23,41-50,C6,0
CN22268388,4860199475,S4,24-12-2001,ACT24,41-50,C9,1
CN86103274,5104630876,S4,12-06-2001,ACT25,41-50,C19,1
CN80263796,8283120865,S4,19-08-2001,ACT21,41-50,C4,0
CN43068977,2672807144,S4,24-04-2001,ACT22,41-50,C6,1
CN29363295,9133033569,S4,16-09-2001,ACT23,41-50,C9,0
CN81512606,6023271364,S4,03-10-2001,ACT24,41-50,C10,0
CN63346612,8437592826,S4,24-10-2001,ACT25,41-50,C3,1
CN64872739,3289814845,S4,30-11-2001,ACT21,41-50,C8,0
CN93950319,6152547451,S4,02-12-2001,ACT22,41-50,C7,1
CN74315014,6167315323,S4,18-12-2001,ACT23,41-50,C6,0
CN94917786,8375285305,S4,24-12-2001,ACT24,41-50,C9,1
CN69832174,3041495699,S4,12-06-2001,ACT25,41-50,C19,1
CN92387583,9768856467,S4,19-08-2001,ACT21,41-50,C4,0
CN96095910,6913201852,S4,24-04-2001,ACT22,41-50,C6,1
CN72351205,7541205926,S4,16-09-2001,ACT23,41-50,C9,0
CN35385080,8169873089,S4,03-10-2001,ACT24,41-50,C10,0
CN69237058,3382670693,S4,24-10-2001,ACT25,41-50,C3,1
CN38795685,3601651266,S4,30-11-2001,ACT21,41-50,C8,0
CN29149553,3784727633,S4,02-12-2001,ACT22,41-50,C7,1
CN30301737,6007103854,S4,18-12-2001,ACT23,41-50,C6,0
CN51740185,6867825805,S4,24-12-2001,ACT24,41-50,C9,1
CN54606508,8223694188,S4,12-06-2001,ACT25,41-50,C19,1
CN96867702,6358230938,S4,19-08-2001,ACT21,41-50,C4,0
CN25625519,6032667123,S4,24-04-2001,ACT22,41-50,C6,1
CN62233665,3718223117,S4,16-09-2001,ACT23,41-50,C9,0
CN39708379,7293833090,S4,03-10-2001,ACT24,41-50,C10,0
CN88540878,2801193074,S4,24-10-2001,ACT25,41-50,C3,1
CN91125533,6846712741,S4,30-11-2001,ACT21,41-50,C8,0
CN30244527,4250096363,S4,02-12-2001,ACT22,41-50,C7,1
CN87129514,5676725265,S5,18-12-2001,ACT21,41-50,C6,0
CN92516399,8520364685,S5,24-12-2001,ACT22,41-50,C9,1
CN80177394,5854946354,S5,12-06-2001,ACT23,41-50,C19,1
CN54230279,3222097679,S5,19-08-2001,ACT24,41-50,C4,0
CN70091595,5370751738,S5,24-04-2001,ACT25,41-50,C6,1
CN80782291,4267192103,S5,16-09-2001,ACT21,41-50,C9,0
CN98750685,9635577069,S5,03-10-2001,ACT22,41-50,C10,0
CN32491358,4049290021,S5,24-10-2001,ACT23,41-50,C3,1
CN60331536,8647816217,S5,30-11-2001,ACT24,41-50,C8,0
CN56617465,6805147981,S5,02-12-2001,ACT25,41-50,C7,0
CN68306628,3364604885,S5,18-12-2001,ACT21,41-50,C6,0
CN98432072,9131514767,S5,24-12-2001,ACT22,41-50,C9,1
CN43219951,8962274455,S5,12-06-2001,ACT23,41-50,C19,1
CN33452580,2605385884,S5,19-08-2001,ACT24,41-50,C4,0
CN48696677,8811628969,S5,24-04-2001,ACT25,41-50,C6,1
CN86690328,3717764044,S5,16-09-2001,ACT21,41-50,C9,0
CN74215994,3667967045,S5,03-10-2001,ACT22,41-50,C10,0
CN38170994,3973664710,S5,24-10-2001,ACT23,41-50,C3,1
CN61261830,9605042615,S5,30-11-2001,ACT24,41-50,C8,0
CN43553244,8506588607,S5,02-12-2001,ACT25,41-50,C7,1
CN27900571,6285455598,S5,18-12-2001,ACT21,41-50,C6,0
CN66582894,9688839593,S5,24-12-2001,ACT22,41-50,C9,1
CN69222187,7549806028,S5,12-06-2001,ACT23,41-50,C19,1
CN65138544,8072229026,S5,19-08-2001,ACT24,41-50,C4,0
CN86356033,2818673178,S5,24-04-2001,ACT25,41-50,C6,0
CN66304280,4576920732,S5,16-09-2001,ACT21,41-50,C9,0
CN62777520,4008315804,S5,03-10-2001,ACT22,41-50,C10,0
CN85544479,4566966738,S5,24-10-2001,ACT23,41-50,C3,1
CN56370593,7855954005,S5,30-11-2001,ACT24,41-50,C8,0
CN65617746,3651051293,S5,02-12-2001,ACT25,41-50,C7,1
CN51000219,3675452460,S5,18-12-2001,ACT21,41-50,C6,0
CN45196252,7721917707,S5,24-12-2001,ACT22,41-50,C9,1
CN48255574,9042368378,S5,12-06-2001,ACT23,41-50,C19,1
CN94636980,5210056928,S5,19-08-2001,ACT24,41-50,C4,0
CN60331270,6366595462,S5,24-04-2001,ACT25,41-50,C6,1
CN96836128,5600178524,S5,16-09-2001,ACT21,41-50,C9,0
CN96231738,8784532740,S5,03-10-2001,ACT22,41-50,C10,0
CN88401130,7485128061,S5,24-10-2001,ACT23,41-50,C3,1
CN88494483,9516784620,S5,30-11-2001,ACT24,41-50,C8,0
CN72478271,9312735436,S5,02-12-2001,ACT25,41-50,C7,1
CN38161398,6459282637,S5,18-12-2001,ACT21,41-50,C6,0
CN67108820,6049784418,S5,24-12-2001,ACT22,41-50,C9,1
CN66990895,6675536173,S5,12-06-2001,ACT23,41-50,C19,1
CN38438173,5661086491,S5,19-08-2001,ACT24,41-50,C4,0
CN48767417,4932661741,S5,24-04-2001,ACT25,41-50,C6,0
CN78662934,5458119672,S5,16-09-2001,ACT21,41-50,C9,0
CN23611022,9697218694,S5,03-10-2001,ACT22,41-50,C10,0
CN26184802,4092572355,S5,24-10-2001,ACT23,41-50,C3,1
CN43370762,4864487086,S5,30-11-2001,ACT24,41-50,C8,0
CN30423844,9450761350,S5,02-12-2001,ACT25,41-50,C7,0
CN70881133,5863903678,S5,18-12-2001,ACT21,41-50,C6,0
CN55370704,2735978732,S5,24-12-2001,ACT22,41-50,C9,1
CN28196377,5462256453,S5,12-06-2001,ACT23,41-50,C19,1
CN43244397,6616961634,S5,19-08-2001,ACT24,41-50,C4,0
CN84573422,5202552231,S5,24-04-2001,ACT25,41-50,C6,1
CN41043531,8188159378,S5,16-09-2001,ACT21,41-50,C9,0
CN77043248,4589276391,S5,03-10-2001,ACT22,41-50,C10,0
CN48757087,6712244747,S5,24-10-2001,ACT23,41-50,C3,1
CN96777394,8654217200,S5,30-11-2001,ACT24,41-50,C8,0
CN51178359,7585540693,S5,02-12-2001,ACT25,41-50,C7,1
CN24836926,4034507479,S5,18-12-2001,ACT21,41-50,C6,0
CN25456821,2926993549,S5,24-12-2001,ACT22,41-50,C9,0
CN32510375,3486396221,S5,12-06-2001,ACT23,41-50,C19,1
CN73404150,5727060433,S5,19-08-2001,ACT24,41-50,C4,0
