   ,CUSTOMER_NUMBER,ACCOUNT_NUMBER,CUSTOMER_SEGMENT,ACTION_DATE,ACTION_STRATEGY,DPD_OF_ACTION,COLLECTOR_CODE,SUCCESSFUL_ACTION
1409,CN94136730,7409533815,S4,18-12-2001,ACT20,31-40,C6,0
1410,CN30761265,8500411431,S4,24-12-2001,ACT16,31-40,C9,1
1451,CN28833092,5424138587,S4,12-06-2001,ACT17,31-40,C19,1
1452,CN90539536,9475838871,S4,19-08-2001,ACT18,31-40,C4,0
1453,CN95044239,6473819165,S4,24-04-2001,ACT19,31-40,C6,1
1454,CN37462684,7057681727,S4,16-09-2001,ACT20,31-40,C9,0
1455,CN68937209,6838227810,S4,03-10-2001,ACT16,31-40,C10,0
1456,CN28297535,9740374308,S4,24-10-2001,ACT17,31-40,C3,1
1457,CN97208394,4094326697,S4,30-11-2001,ACT18,31-40,C8,0
1458,CN31700993,9882210745,S4,02-12-2001,ACT19,31-40,C7,1
1459,CN23592112,4769722952,S4,18-12-2001,ACT20,31-40,C6,0
1460,CN23532149,4687042600,S4,24-12-2001,ACT16,31-40,C9,1
1461,CN64452844,7833158155,S4,24-10-2001,ACT17,31-40,C3,1
1462,CN54757719,3054490493,S4,30-11-2001,ACT18,31-40,C8,0
1463,CN56094567,9709261191,S4,02-12-2001,ACT19,31-40,C7,1
1464,CN78660691,9519122170,S4,18-12-2001,ACT20,31-40,C6,0
1465,CN40925997,5449225688,S4,24-12-2001,ACT16,31-40,C9,1
1531,CN52618620,6819837844,S4,12-06-2001,ACT17,31-40,C19,1
1532,CN84342906,5398283491,S4,19-08-2001,ACT18,31-40,C4,0
1533,CN56688791,4727664528,S4,24-04-2001,ACT19,31-40,C6,1
1534,CN40738225,5156952816,S4,16-09-2001,ACT20,31-40,C9,0
1535,CN25350711,8068178299,S4,03-10-2001,ACT16,31-40,C10,0
1536,CN33579175,8113518430,S4,24-10-2001,ACT17,31-40,C3,1
1537,CN73955518,7790939247,S4,30-11-2001,ACT18,31-40,C8,0
1538,CN81193358,2549042547,S4,02-12-2001,ACT19,31-40,C7,1
1539,CN89647720,7106052598,S4,18-12-2001,ACT20,31-40,C6,0
1540,CN95376226,4374882690,S4,24-12-2001,ACT16,31-40,C9,1
1581,CN65265258,4645331675,S4,12-06-2001,ACT17,31-40,C19,1
1582,CN94185053,3956392629,S4,19-08-2001,ACT18,31-40,C4,0
1583,CN71265564,9105218565,S5,24-04-2001,ACT16,31-40,C6,1
1584,CN76331307,3216121802,S5,16-09-2001,ACT17,31-40,C9,0
1585,CN85199677,3264893438,S5,03-10-2001,ACT18,31-40,C10,0
1586,CN39395132,8634357388,S5,24-10-2001,ACT19,31-40,C3,1
1587,CN52771441,8760861675,S5,30-11-2001,ACT20,31-40,C8,0
1588,CN52429053,2897934535,S5,02-12-2001,ACT16,31-40,C7,1
1589,CN93134759,2349302913,S5,18-12-2001,ACT17,31-40,C6,0
1590,CN73605811,6496447653,S5,24-12-2001,ACT18,31-40,C9,1
1631,CN60628987,3577278434,S5,12-06-2001,ACT19,31-40,C19,1
1632,CN49902029,7272551567,S5,19-08-2001,ACT20,31-40,C4,0
1633,CN53617046,5338647406,S5,24-04-2001,ACT16,31-40,C6,1
1634,CN80902408,5070361383,S5,16-09-2001,ACT17,31-40,C9,0
1635,CN43159689,6313471328,S5,03-10-2001,ACT18,31-40,C10,0
1636,CN66034635,8464823689,S5,24-10-2001,ACT19,31-40,C3,1
1637,CN83814537,9407122513,S5,30-11-2001,ACT20,31-40,C8,0
1638,CN59021016,3940881971,S5,02-12-2001,ACT16,31-40,C7,1
1639,CN34228831,9018696877,S5,18-12-2001,ACT17,31-40,C6,0
1640,CN52008511,8155746426,S5,24-12-2001,ACT18,31-40,C9,1
1641,CN87741454,3787500072,S5,24-10-2001,ACT19,31-40,C3,1
1642,CN68798766,4379308662,S5,30-11-2001,ACT20,31-40,C8,0
1643,CN53190556,5348962849,S5,02-12-2001,ACT16,31-40,C7,1
1644,CN25867641,8144987388,S5,18-12-2001,ACT17,31-40,C6,0
1645,CN38500773,8471845697,S5,24-12-2001,ACT18,31-40,C9,1
1726,CN52031395,4316198580,S5,12-06-2001,ACT19,31-40,C19,1
1727,CN90284140,3633764877,S5,19-08-2001,ACT20,31-40,C4,0
1728,CN73762345,3804932120,S5,24-04-2001,ACT16,31-40,C6,1
1729,CN50654592,8230926457,S5,16-09-2001,ACT17,31-40,C9,0
1730,CN87985167,9415179814,S5,03-10-2001,ACT18,31-40,C10,0
1731,CN79357667,4752945818,S5,24-10-2001,ACT19,31-40,C3,1
1732,CN81170728,8683689228,S5,30-11-2001,ACT20,31-40,C8,0
1733,CN86404278,8709406076,S5,02-12-2001,ACT16,31-40,C7,1
1734,CN92170851,6157148835,S5,18-12-2001,ACT17,31-40,C6,0
1735,CN36157721,3145907233,S5,24-12-2001,ACT18,31-40,C9,1
1776,CN26587987,5494569979,S5,12-06-2001,ACT19,31-40,C19,1
1777,CN33518911,8621058334,S5,19-08-2001,ACT20,31-40,C4,0
1778,CN86224349,2437858833,S5,24-04-2001,ACT16,31-40,C6,1
1779,CN59586451,8740840774,S5,16-09-2001,ACT17,31-40,C9,0
1780,CN49203957,7062784982,S5,03-10-2001,ACT18,31-40,C10,0
1821,CN92770729,2537231924,S5,12-06-2001,ACT19,31-40,C19,1
1822,CN63226561,9956376259,S5,19-08-2001,ACT20,31-40,C4,0
1823,CN80536444,4773719635,S5,24-04-2001,ACT16,31-40,C6,1
1824,CN66499377,7975923274,S5,16-09-2001,ACT17,31-40,C9,0
1825,CN83564721,7830736915,S5,03-10-2001,ACT18,31-40,C10,0
1826,CN57648174,8368209265,S5,24-10-2001,ACT19,31-40,C3,1
1827,CN78994968,2287402955,S5,30-11-2001,ACT20,31-40,C8,0
1828,CN97591500,3703713028,S5,02-12-2001,ACT16,31-40,C7,1
1829,CN75932793,7965987006,S5,18-12-2001,ACT17,31-40,C6,0
1830,CN81209125,3341845029,S5,24-12-2001,ACT18,31-40,C9,1
1871,CN76664645,2247918055,S5,12-06-2001,ACT19,31-40,C19,1
1872,CN73582785,6123949915,S5,19-08-2001,ACT20,31-40,C4,0
1873,CN88835617,9433466283,S5,24-04-2001,ACT16,31-40,C6,1
1874,CN81996223,9615180027,S5,16-09-2001,ACT17,31-40,C9,0
1875,CN64409092,6833844965,S5,03-10-2001,ACT18,31-40,C10,0
1876,CN31477007,3949650381,S5,24-10-2001,ACT19,31-40,C3,1
1877,CN50169537,9027158822,S5,30-11-2001,ACT20,31-40,C8,0
1878,CN89008043,8734800421,S5,02-12-2001,ACT16,31-40,C7,1
1879,CN29803601,5870438248,S5,18-12-2001,ACT17,31-40,C6,0
1880,CN78338516,7304216247,S5,24-12-2001,ACT18,31-40,C9,1
1921,CN57683544,7511201615,S5,12-06-2001,ACT19,31-40,C19,1
1922,CN49721623,9629419338,S5,19-08-2001,ACT20,31-40,C4,0
1923,CN57427395,6615305113,S5,24-04-2001,ACT16,31-40,C6,1
1924,CN48602238,7836461230,S5,16-09-2001,ACT17,31-40,C9,0
1925,CN26158078,9510567971,S5,03-10-2001,ACT18,31-40,C10,0
1926,CN36127091,7027512397,S5,24-10-2001,ACT19,31-40,C3,1
1927,CN30299054,9279037932,S5,30-11-2001,ACT20,31-40,C8,0
1928,CN23445484,6609535127,S5,02-12-2001,ACT16,31-40,C7,1
1929,CN71764087,6941254185,S5,18-12-2001,ACT17,31-40,C6,0
1930,CN88024139,3382688842,S5,24-12-2001,ACT18,31-40,C9,1
1971,CN57889804,8261439211,S5,12-06-2001,ACT19,31-40,C19,1
1972,CN28520797,2537709339,S5,19-08-2001,ACT20,31-40,C4,0
1973,CN41395256,7057092409,S5,24-04-2001,ACT16,31-40,C6,1
1974,CN93151272,5227024012,S5,16-09-2001,ACT17,31-40,C9,0
1975,CN60345040,5174962602,S5,03-10-2001,ACT18,31-40,C10,0
1976,CN66663466,3440796914,S5,24-10-2001,ACT19,31-40,C3,1
1977,CN46198044,6388382641,S5,30-11-2001,ACT20,31-40,C8,0
1978,CN38410692,5862488493,S5,02-12-2001,ACT16,31-40,C7,1
1979,CN39428655,6140477812,S5,18-12-2001,ACT17,31-40,C6,0
1980,CN73156546,3446338279,S5,24-12-2001,ACT18,31-40,C9,1
1981,CN66251444,8736543009,S5,24-10-2001,ACT19,31-40,C3,1
1982,CN34004562,3531838106,S5,30-11-2001,ACT20,31-40,C8,0
1983,CN62530677,2871148080,S5,02-12-2001,ACT16,31-40,C7,1
1984,CN69454072,9458695248,S5,18-12-2001,ACT17,31-40,C6,0
1985,CN27944856,7555348538,S5,24-12-2001,ACT18,31-40,C9,1
11,CN62109959,4630622857,S1,12-06-2001,ACT21,41-50,C19,1
12,CN93085319,5120854959,S1,19-08-2001,ACT22,41-50,C4,0
13,CN82162457,6512983971,S1,24-04-2001,ACT23,41-50,C6,1
14,CN54172842,2570400499,S1,16-09-2001,ACT24,41-50,C9,0
15,CN44987911,5601120753,S1,03-10-2001,ACT25,41-50,C10,0
16,CN60257695,6882745052,S1,24-10-2001,ACT21,41-50,C3,1
17,CN92447217,4035114706,S1,30-11-2001,ACT22,41-50,C8,0
18,CN40632520,8792929005,S1,02-12-2001,ACT23,41-50,C7,1
19,CN83165127,8986113819,S1,18-12-2001,ACT24,41-50,C6,0
20,CN50281878,4707906788,S1,24-12-2001,ACT25,41-50,C9,1
61,CN98012406,9085595529,S1,12-06-2001,ACT21,41-50,C19,1
62,CN54975277,3540697069,S1,19-08-2001,ACT22,41-50,C4,0
63,CN86711767,6554770445,S1,24-04-2001,ACT23,41-50,C6,1
64,CN36713894,8707413542,S1,16-09-2001,ACT24,41-50,C9,0
65,CN95705451,9136780305,S1,03-10-2001,ACT25,41-50,C10,0
66,CN57328703,9632428779,S1,24-10-2001,ACT21,41-50,C3,1
67,CN57868498,7875851685,S1,30-11-2001,ACT22,41-50,C8,0
68,CN68548941,4707983212,S1,02-12-2001,ACT23,41-50,C7,1
69,CN78199124,4834945928,S1,18-12-2001,ACT24,41-50,C6,0
70,CN54957128,9525615811,S1,24-12-2001,ACT25,41-50,C9,1
111,CN56237544,4749374371,S1,12-06-2001,ACT21,41-50,C19,1
112,CN67508733,2674093788,S1,19-08-2001,ACT22,41-50,C4,0
113,CN78026729,2247131452,S1,24-04-2001,ACT23,41-50,C6,1
114,CN67928389,3990618006,S1,16-09-2001,ACT24,41-50,C9,0
115,CN38491994,7379184022,S1,03-10-2001,ACT25,41-50,C10,0
116,CN59978240,9509071304,S1,24-10-2001,ACT21,41-50,C3,1
117,CN25090887,8229975263,S1,30-11-2001,ACT22,41-50,C8,0
118,CN86188094,5401096044,S1,02-12-2001,ACT23,41-50,C7,1
119,CN57960451,5514308974,S1,18-12-2001,ACT24,41-50,C6,0
120,CN70390166,9850328196,S1,24-12-2001,ACT25,41-50,C9,1
131,CN31922836,9500993525,S1,12-06-2001,ACT21,41-50,C19,1
132,CN64645154,6043756751,S1,19-08-2001,ACT22,41-50,C4,0
133,CN34225067,9191260002,S1,24-04-2001,ACT23,41-50,C6,1
134,CN64277815,2752322850,S1,16-09-2001,ACT24,41-50,C9,0
135,CN98213169,4862190708,S1,03-10-2001,ACT25,41-50,C10,0
136,CN91206857,4237958154,S1,24-10-2001,ACT21,41-50,C3,1
137,CN93989189,3778367270,S1,30-11-2001,ACT22,41-50,C8,0
138,CN33619494,3525969659,S1,02-12-2001,ACT23,41-50,C7,1
139,CN27979110,6795840720,S1,18-12-2001,ACT24,41-50,C6,0
140,CN73568748,9273977280,S1,24-12-2001,ACT25,41-50,C9,1
181,CN86602402,8613607958,S1,12-06-2001,ACT21,41-50,C19,1
182,CN34511210,7385848497,S1,19-08-2001,ACT22,41-50,C4,0
183,CN54402967,2509727506,S1,24-04-2001,ACT23,41-50,C6,1
184,CN94632379,9261716956,S1,16-09-2001,ACT24,41-50,C9,0
185,CN70963896,7651610164,S1,03-10-2001,ACT25,41-50,C10,0
186,CN86320339,4270939603,S1,24-10-2001,ACT21,41-50,C3,1
187,CN73646173,2773754091,S1,30-11-2001,ACT22,41-50,C8,0
188,CN90335529,6481957311,S1,02-12-2001,ACT23,41-50,C7,1
189,CN85440570,7040072930,S1,18-12-2001,ACT24,41-50,C6,0
190,CN49343250,4267724518,S1,24-12-2001,ACT25,41-50,C9,1
231,CN66139757,9087309540,S1,12-06-2001,ACT21,41-50,C19,1
232,CN39564071,7643370566,S1,19-08-2001,ACT22,41-50,C4,0
233,CN23530025,6411851665,S1,24-04-2001,ACT23,41-50,C6,1
234,CN77480295,6559355522,S1,16-09-2001,ACT24,41-50,C9,0
235,CN42515354,3296951304,S1,03-10-2001,ACT25,41-50,C10,0
236,CN82128665,2616280592,S1,24-10-2001,ACT21,41-50,C3,1
237,CN62988062,9712241292,S1,30-11-2001,ACT22,41-50,C8,0
238,CN36873638,6503447661,S1,02-12-2001,ACT23,41-50,C7,1
239,CN53201416,8173301493,S1,18-12-2001,ACT24,41-50,C6,0
240,CN93548104,3618124436,S1,24-12-2001,ACT25,41-50,C9,1
281,CN33613914,2348864759,S1,12-06-2001,ACT21,41-50,C19,1
282,CN67633127,9197140587,S1,19-08-2001,ACT22,41-50,C4,0
283,CN68186594,3642828013,S1,24-04-2001,ACT23,41-50,C6,1
284,CN25860593,7359785723,S1,16-09-2001,ACT24,41-50,C9,0
285,CN75679702,8267402567,S1,03-10-2001,ACT25,41-50,C10,0
286,CN81222546,2582123849,S1,24-10-2001,ACT21,41-50,C3,1
287,CN66945088,3081756460,S1,30-11-2001,ACT22,41-50,C8,0
288,CN49765672,2475249427,S1,02-12-2001,ACT23,41-50,C7,1
289,CN22664073,6573657165,S1,18-12-2001,ACT24,41-50,C6,0
290,CN68567020,9610967666,S1,24-12-2001,ACT25,41-50,C9,1
331,CN26132868,9490389055,S1,12-06-2001,ACT21,41-50,C19,1
332,CN27769070,2961737298,S1,19-08-2001,ACT22,41-50,C4,0
333,CN95502056,8747343212,S1,24-04-2001,ACT23,41-50,C6,1
334,CN84618280,7276277348,S1,16-09-2001,ACT24,41-50,C9,0
335,CN56784472,7118994826,S1,03-10-2001,ACT25,41-50,C10,0
336,CN32644374,9409333983,S1,24-10-2001,ACT21,41-50,C3,1
337,CN72424247,6375509215,S1,30-11-2001,ACT22,41-50,C8,0
338,CN45446216,5334024628,S1,02-12-2001,ACT23,41-50,C7,1
339,CN74437152,4210006044,S1,18-12-2001,ACT24,41-50,C6,0
340,CN67801501,3023989013,S1,24-12-2001,ACT25,41-50,C9,1
386,CN67478733,2616889428,S1,12-06-2001,ACT21,41-50,C19,1
387,CN66525570,2982507206,S1,19-08-2001,ACT22,41-50,C4,0
388,CN66217461,6618150668,S2,24-04-2001,ACT21,41-50,C6,1
389,CN78976949,9009525979,S2,16-09-2001,ACT22,41-50,C9,0
390,CN36059256,4148096652,S2,03-10-2001,ACT23,41-50,C10,0
391,CN51026463,4497563938,S2,24-10-2001,ACT24,41-50,C3,1
392,CN41460105,6654790204,S2,30-11-2001,ACT25,41-50,C8,0
393,CN73223132,4784954950,S2,02-12-2001,ACT21,41-50,C7,1
394,CN91098130,5968602087,S2,18-12-2001,ACT22,41-50,C6,0
395,CN31798717,8830951192,S2,24-12-2001,ACT23,41-50,C9,1
461,CN58662432,9465776514,S2,12-06-2001,ACT24,41-50,C19,1
462,CN99212235,9208058847,S2,19-08-2001,ACT25,41-50,C4,0
463,CN71510440,8548973807,S2,24-04-2001,ACT21,41-50,C6,1
464,CN46187704,3546910503,S2,16-09-2001,ACT22,41-50,C9,0
465,CN26053418,6871188642,S2,03-10-2001,ACT23,41-50,C10,0
466,CN23576091,9836337568,S2,24-10-2001,ACT24,41-50,C3,1
467,CN57706022,7511402789,S2,30-11-2001,ACT25,41-50,C8,0
468,CN78978561,6117455625,S2,02-12-2001,ACT21,41-50,C7,1
469,CN86869419,8524324902,S2,18-12-2001,ACT22,41-50,C6,0
470,CN63246232,7242986812,S2,24-12-2001,ACT23,41-50,C9,1
511,CN35188940,2748464719,S2,12-06-2001,ACT24,41-50,C19,1
512,CN52913896,9255430053,S2,19-08-2001,ACT25,41-50,C4,0
513,CN24213332,5669941387,S2,24-04-2001,ACT21,41-50,C6,1
514,CN76182354,9643944995,S2,16-09-2001,ACT22,41-50,C9,0
515,CN75858040,8612057816,S2,03-10-2001,ACT23,41-50,C10,0
516,CN55304178,5205208053,S2,24-10-2001,ACT24,41-50,C3,1
517,CN70454471,4664686704,S2,30-11-2001,ACT25,41-50,C8,0
518,CN82581243,4368568041,S2,02-12-2001,ACT21,41-50,C7,1
519,CN67235374,2592417385,S2,18-12-2001,ACT22,41-50,C6,0
520,CN27086747,4791541363,S2,24-12-2001,ACT23,41-50,C9,1
566,CN35239443,8782017944,S2,12-06-2001,ACT24,41-50,C19,1
567,CN86398812,9576312568,S2,19-08-2001,ACT25,41-50,C4,0
568,CN86653437,6188157402,S2,24-04-2001,ACT21,41-50,C6,1
569,CN85988912,9225795598,S2,16-09-2001,ACT22,41-50,C9,0
570,CN48290145,3644856231,S2,03-10-2001,ACT23,41-50,C10,0
571,CN38475742,9254780633,S2,24-10-2001,ACT24,41-50,C3,1
572,CN92376657,6455834837,S2,30-11-2001,ACT25,41-50,C8,0
573,CN26065163,9339180583,S2,02-12-2001,ACT21,41-50,C7,1
574,CN62930432,8726220750,S2,18-12-2001,ACT22,41-50,C6,0
575,CN93379659,7932251575,S2,24-12-2001,ACT23,41-50,C9,1
606,CN58060959,9394978371,S2,12-06-2001,ACT24,41-50,C19,1
607,CN90152708,6563889189,S2,19-08-2001,ACT25,41-50,C4,0
608,CN74868373,4206850882,S2,24-04-2001,ACT21,41-50,C6,1
609,CN30596426,2580473185,S2,16-09-2001,ACT22,41-50,C9,0
610,CN59172006,7908806695,S2,03-10-2001,ACT23,41-50,C10,0
611,CN35900086,8401756250,S2,24-10-2001,ACT24,41-50,C3,1
612,CN45835443,4003412470,S2,30-11-2001,ACT25,41-50,C8,0
613,CN59954854,3351431500,S2,02-12-2001,ACT21,41-50,C7,1
614,CN58572556,9435627004,S2,18-12-2001,ACT22,41-50,C6,0
615,CN57543053,3085941119,S2,24-12-2001,ACT23,41-50,C9,1
656,CN65376112,8782337639,S2,12-06-2001,ACT24,41-50,C19,1
657,CN46932545,6623291360,S2,19-08-2001,ACT25,41-50,C4,0
658,CN84812791,4030140958,S2,24-04-2001,ACT21,41-50,C6,1
659,CN57591687,6299330261,S2,16-09-2001,ACT22,41-50,C9,0
660,CN37546494,6755158668,S2,03-10-2001,ACT23,41-50,C10,0
661,CN77479442,3359193887,S2,24-10-2001,ACT24,41-50,C3,1
662,CN53371219,8382069739,S2,30-11-2001,ACT25,41-50,C8,0
663,CN56696320,3518948319,S2,02-12-2001,ACT21,41-50,C7,1
664,CN87043491,5343567784,S2,18-12-2001,ACT22,41-50,C6,0
665,CN97655345,6197539892,S2,24-12-2001,ACT23,41-50,C9,1
716,CN67379584,2474029776,S2,12-06-2001,ACT24,41-50,C19,1
717,CN92251279,9761979987,S2,19-08-2001,ACT25,41-50,C4,0
718,CN68273164,8145382918,S2,24-04-2001,ACT21,41-50,C6,1
719,CN93487318,4881606734,S2,16-09-2001,ACT22,41-50,C9,0
720,CN88729547,3854143349,S2,03-10-2001,ACT23,41-50,C10,0
721,CN69637299,9679854535,S2,24-10-2001,ACT24,41-50,C3,1
722,CN81679320,8865974184,S2,30-11-2001,ACT25,41-50,C8,0
723,CN62613050,9567875156,S2,02-12-2001,ACT21,41-50,C7,1
724,CN92198729,4167872046,S2,18-12-2001,ACT22,41-50,C6,0
725,CN34240772,8998365010,S2,24-12-2001,ACT23,41-50,C9,1
771,CN64735114,8365347962,S2,12-06-2001,ACT24,41-50,C19,1
772,CN33293370,4355327406,S2,19-08-2001,ACT25,41-50,C4,0
773,CN37777588,6196056671,S2,24-04-2001,ACT21,41-50,C6,1
774,CN34154168,2684258269,S2,16-09-2001,ACT22,41-50,C9,0
775,CN62180388,4388017699,S2,03-10-2001,ACT23,41-50,C10,0
776,CN58039354,3362962477,S2,24-10-2001,ACT24,41-50,C3,1
777,CN72674890,6826455031,S2,30-11-2001,ACT25,41-50,C8,0
778,CN60872017,8512781750,S2,02-12-2001,ACT21,41-50,C7,1
779,CN67311677,5908020832,S2,18-12-2001,ACT22,41-50,C6,0
780,CN83272705,7807086262,S2,24-12-2001,ACT23,41-50,C9,1
821,CN26755649,5583688058,S2,12-06-2001,ACT24,41-50,C19,1
822,CN72863830,8202017299,S2,19-08-2001,ACT25,41-50,C4,0
823,CN53301467,8030039903,S2,24-04-2001,ACT21,41-50,C6,1
824,CN95359324,9555695301,S2,16-09-2001,ACT22,41-50,C9,0
825,CN71130037,3996743806,S3,03-10-2001,ACT21,41-50,C10,0
826,CN78568534,8606838950,S3,24-10-2001,ACT22,41-50,C3,1
827,CN84048470,8504172784,S3,30-11-2001,ACT23,41-50,C8,0
828,CN94468143,7786976072,S3,02-12-2001,ACT24,41-50,C7,1
829,CN65653584,6736205255,S3,18-12-2001,ACT25,41-50,C6,0
830,CN63333209,3513547692,S3,24-12-2001,ACT21,41-50,C9,1
871,CN79323794,9664724123,S3,12-06-2001,ACT22,41-50,C19,1
872,CN68761185,2875849648,S3,19-08-2001,ACT23,41-50,C4,0
873,CN67271806,8220271149,S3,24-04-2001,ACT24,41-50,C6,1
874,CN93153409,9778026762,S3,16-09-2001,ACT25,41-50,C9,0
875,CN31258956,4877789491,S3,03-10-2001,ACT21,41-50,C10,0
876,CN45517834,6369423777,S3,24-10-2001,ACT22,41-50,C3,1
877,CN46100375,6107060332,S3,30-11-2001,ACT23,41-50,C8,0
878,CN52636920,8125974943,S3,02-12-2001,ACT24,41-50,C7,1
879,CN42715660,6838308510,S3,18-12-2001,ACT25,41-50,C6,0
880,CN47082771,7901221625,S3,24-12-2001,ACT21,41-50,C9,1
891,CN84912649,8314916166,S3,12-06-2001,ACT22,41-50,C19,1
892,CN88620558,3322958773,S3,19-08-2001,ACT23,41-50,C4,0
893,CN98869732,9211731147,S3,24-04-2001,ACT24,41-50,C6,1
894,CN40352160,4145951771,S3,16-09-2001,ACT25,41-50,C9,0
895,CN94373749,9184966475,S3,03-10-2001,ACT21,41-50,C10,0
896,CN73736884,6277200884,S3,24-10-2001,ACT22,41-50,C3,1
897,CN95869746,3455617595,S3,30-11-2001,ACT23,41-50,C8,0
898,CN85335792,3946595565,S3,02-12-2001,ACT24,41-50,C7,1
899,CN86338782,3198110261,S3,18-12-2001,ACT25,41-50,C6,0
900,CN88489885,8488841849,S3,24-12-2001,ACT21,41-50,C9,1
941,CN60399098,9819566430,S3,12-06-2001,ACT22,41-50,C19,1
942,CN85468694,8243380324,S3,19-08-2001,ACT23,41-50,C4,0
943,CN26878534,9588488658,S3,24-04-2001,ACT24,41-50,C6,1
944,CN65150666,5305688479,S3,16-09-2001,ACT25,41-50,C9,0
945,CN44007233,7822878684,S3,03-10-2001,ACT21,41-50,C10,0
946,CN70105041,5597191860,S3,24-10-2001,ACT22,41-50,C3,1
947,CN38762525,4089754869,S3,30-11-2001,ACT23,41-50,C8,0
948,CN24295940,2635313221,S3,02-12-2001,ACT24,41-50,C7,1
949,CN72247512,8969925669,S3,18-12-2001,ACT25,41-50,C6,0
950,CN86833936,8374836923,S3,24-12-2001,ACT21,41-50,C9,1
986,CN95152621,5521122583,S3,12-06-2001,ACT22,41-50,C19,1
987,CN28605573,4487611636,S3,19-08-2001,ACT23,41-50,C4,0
988,CN52869217,3309131986,S3,24-04-2001,ACT24,41-50,C6,1
989,CN45763522,9229213550,S3,16-09-2001,ACT25,41-50,C9,0
990,CN62688070,7389414882,S3,03-10-2001,ACT21,41-50,C10,0
991,CN86571883,7069933324,S3,24-10-2001,ACT22,41-50,C3,1
992,CN91764712,3236223493,S3,30-11-2001,ACT23,41-50,C8,0
993,CN96125948,9739554652,S3,02-12-2001,ACT24,41-50,C7,1
994,CN29424927,4710714914,S3,18-12-2001,ACT25,41-50,C6,0
995,CN39969632,4701483649,S3,24-12-2001,ACT21,41-50,C9,1
1036,CN28519532,4597284118,S3,12-06-2001,ACT22,41-50,C19,1
1037,CN55188285,9302538239,S3,19-08-2001,ACT23,41-50,C4,0
1038,CN34473298,4780061466,S3,24-04-2001,ACT24,41-50,C6,1
1039,CN31002412,3464504192,S3,16-09-2001,ACT25,41-50,C9,0
1040,CN73351733,2341284058,S3,03-10-2001,ACT21,41-50,C10,0
1041,CN78410889,3697201951,S3,24-10-2001,ACT22,41-50,C3,1
1042,CN95741885,7406345215,S3,30-11-2001,ACT23,41-50,C8,0
1043,CN66812776,8315237287,S3,02-12-2001,ACT24,41-50,C7,1
1044,CN41072215,7267281621,S3,18-12-2001,ACT25,41-50,C6,0
1045,CN46978333,4113357592,S3,24-12-2001,ACT21,41-50,C9,1
1091,CN45855611,6986009285,S3,12-06-2001,ACT22,41-50,C19,1
1092,CN43791623,7735599525,S3,19-08-2001,ACT23,41-50,C4,0
1093,CN40379342,8217985964,S3,24-04-2001,ACT24,41-50,C6,1
1094,CN29839082,5431299595,S3,16-09-2001,ACT25,41-50,C9,0
1095,CN90241427,3907306337,S3,03-10-2001,ACT21,41-50,C10,0
1096,CN38893651,2971999433,S3,24-10-2001,ACT22,41-50,C3,1
1097,CN62347350,8777824141,S3,30-11-2001,ACT23,41-50,C8,0
1098,CN58967146,5037098059,S3,02-12-2001,ACT24,41-50,C7,1
1099,CN74109444,3750021764,S3,18-12-2001,ACT25,41-50,C6,0
1100,CN24741083,9469671731,S3,24-12-2001,ACT21,41-50,C9,1
1141,CN37737653,8342301743,S3,12-06-2001,ACT22,41-50,C19,1
1142,CN37457463,4326651711,S3,19-08-2001,ACT23,41-50,C4,0
1143,CN80122425,9999667289,S3,24-04-2001,ACT24,41-50,C6,1
1144,CN82154234,3589769335,S3,16-09-2001,ACT25,41-50,C9,0
1145,CN32942316,6713847584,S3,03-10-2001,ACT21,41-50,C10,0
1146,CN62960791,9793936147,S3,24-10-2001,ACT22,41-50,C3,1
1147,CN92871152,9816098470,S3,30-11-2001,ACT23,41-50,C8,0
1148,CN26410902,4826521261,S3,02-12-2001,ACT24,41-50,C7,1
1149,CN42920012,7346154645,S3,18-12-2001,ACT25,41-50,C6,0
1150,CN50625039,4138062248,S3,24-12-2001,ACT21,41-50,C9,1
1191,CN89259046,4672265784,S3,12-06-2001,ACT22,41-50,C19,1
1192,CN63237676,8177336597,S3,19-08-2001,ACT23,41-50,C4,0
1193,CN85995673,7143747119,S3,24-04-2001,ACT24,41-50,C6,1
1194,CN56097485,6401619865,S3,16-09-2001,ACT25,41-50,C9,0
1195,CN50975718,5944939448,S3,03-10-2001,ACT21,41-50,C10,0
1196,CN29824789,3718650718,S3,24-10-2001,ACT22,41-50,C3,1
1197,CN60884734,2420551606,S4,30-11-2001,ACT21,41-50,C8,0
1198,CN86645835,9130539998,S4,02-12-2001,ACT22,41-50,C7,1
1199,CN75263613,8433695404,S4,18-12-2001,ACT23,41-50,C6,0
1200,CN73471693,3739037267,S4,24-12-2001,ACT24,41-50,C9,1
1211,CN45565026,3558335897,S4,12-06-2001,ACT25,41-50,C19,1
1212,CN90037067,6279913484,S4,19-08-2001,ACT21,41-50,C4,0
1213,CN97995210,8375745561,S4,24-04-2001,ACT22,41-50,C6,1
1214,CN98756409,8320050964,S4,16-09-2001,ACT23,41-50,C9,0
1215,CN23972806,2997663310,S4,03-10-2001,ACT24,41-50,C10,0
1216,CN70230062,6825743476,S4,24-10-2001,ACT25,41-50,C3,1
1217,CN81880355,8064554324,S4,30-11-2001,ACT21,41-50,C8,0
1218,CN78194693,7191882483,S4,02-12-2001,ACT22,41-50,C7,1
1219,CN65154393,5858331900,S4,18-12-2001,ACT23,41-50,C6,0
